SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.232D
DeviceName: Sensoria-C1-149B
SerialNumber: 994AF16EC5C9AA6E
Location: 0x0000
Start: 2024-02-27T10:51:48-08:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,465,820,334,222,209,0.019043,0.025879,0.999512,0.000000,-3.150000,-1.470000,-0.631304,-0.195640,-1.269178,,176,155,136,123,901,,,,,,,,,-39,10:51:49.253,
,,466,840,336,223,209,0.018555,0.027344,0.996094,0.000000,-3.150000,-1.470000,-0.634808,-0.198706,-1.261294,,177,157,138,124,902,,,,,,,,,-39,10:51:49.281,
,,467,860,335,224,209,0.020020,0.028320,0.996582,0.070000,-3.150000,-1.470000,-0.631304,-0.196224,-1.258082,,178,157,137,123,902,,,,,,,,,-39,10:51:49.343,
,,468,880,335,226,208,0.021484,0.032227,0.997070,0.070000,-3.220000,-1.540000,-0.631304,-0.196224,-1.258082,,176,155,137,124,903,,,,,,,,,-39,10:51:49.344,
,,469,900,336,222,209,0.019043,0.029297,0.998047,0.000000,-3.150000,-1.470000,-0.634078,-0.197246,-1.265090,,176,154,136,123,903,,,,,,,,,-39,10:51:49.361,
,,470,920,335,223,207,0.021973,0.030762,0.998535,-0.070000,-3.150000,-1.400000,-0.637728,-0.196078,-1.267718,,176,154,137,123,902,,,,,,,,,-39,10:51:49.362,
,,471,940,335,222,209,0.018555,0.030762,1.000977,-0.070000,-3.150000,-1.470000,-0.637728,-0.196516,-1.263776,,178,156,136,124,901,,,,,,,,,-39,10:51:49.372,
,,472,960,335,223,209,0.019043,0.025879,0.997559,0.000000,-3.150000,-1.470000,-0.636998,-0.195932,-1.262316,,178,156,137,123,901,,,,,,,,,-39,10:51:49.402,
,,473,980,335,224,207,0.020020,0.024902,0.997070,-0.070000,-3.010000,-1.400000,-0.636998,-0.195932,-1.262316,,175,155,137,123,903,,,,,,,,,-39,10:51:49.431,
,,474,1000,334,223,208,0.019043,0.028320,0.995605,-0.070000,-3.220000,-1.400000,-0.635100,-0.195494,-1.257352,,176,154,138,122,901,,,,,,,,,-39,10:51:49.433,
,,475,1020,336,223,209,0.012207,0.032227,0.996582,-0.070000,-3.220000,-1.470000,-0.637728,-0.195786,-1.256622,,177,155,136,123,902,,,,,,,,,-39,10:51:49.461,
,,476,1040,335,222,209,0.021973,0.032715,1.001465,-0.140000,-3.220000,-1.540000,-0.634954,-0.192574,-1.264798,,176,157,136,124,901,,,,,,,,,-39,10:51:49.492,
,,477,1060,336,222,208,0.020996,0.027344,0.997559,0.000000,-3.150000,-1.470000,-0.637144,-0.198852,-1.254578,,175,155,136,122,901,,,,,,,,,-39,10:51:49.493,
,,478,1080,334,226,208,0.018066,0.029297,0.996582,-0.210000,-3.150000,-1.470000,-0.637144,-0.198852,-1.254578,,175,155,137,123,903,,,,,,,,,-39,10:51:49.521,
,,479,1100,334,224,210,0.021484,0.029785,0.997559,-0.070000,-3.150000,-1.470000,-0.637144,-0.197538,-1.248592,,177,155,137,123,901,,,,,,,,,-39,10:51:49.551,
,,480,1120,335,221,210,0.021484,0.027832,0.998047,0.000000,-3.080000,-1.470000,-0.633786,-0.193304,-1.251950,,178,158,138,124,904,,,,,,,,,-39,10:51:49.553,
,,481,1140,335,221,209,0.020996,0.029785,0.993652,0.070000,-3.150000,-1.400000,-0.638166,-0.195640,-1.256330,,178,157,137,123,904,,,,,,,,,-39,10:51:49.584,
,,482,1160,336,223,209,0.018555,0.028320,0.998047,0.070000,-3.290000,-1.470000,-0.638020,-0.193596,-1.258082,,176,155,137,123,901,,,,,,,,,-39,10:51:49.614,
