SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.231R
DeviceName: Sensoria-C1-8462
SerialNumber: E22EC481EC559DCF
Location: 0x0000
Start: 2024-02-26T15:18:46-08:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,46200,1780,327,160,181,-1.000000,-0.000977,0.093262,1.260000,-3.911250,-0.113750,-1.855368,-0.181478,-0.892206,,161,142,126,116,915,,,,,,,,,-50,15:18:47.915,
,,46201,1800,328,162,183,-0.996094,-0.006836,0.092285,1.277500,-3.788750,-0.096250,-1.850550,-0.179142,-0.883008,,161,141,130,116,913,,,,,,,,,-50,15:18:47.915,
,,46202,1820,328,159,183,-0.996094,-0.003418,0.094727,1.382500,-3.710000,-0.096250,-1.853324,-0.178412,-0.887972,,161,144,129,117,912,,,,,,,,,-50,15:18:47.941,
,,46203,1840,327,161,181,-0.993652,-0.001953,0.093262,1.435000,-3.841250,-0.148750,-1.854054,-0.177828,-0.886804,,162,143,128,117,914,,,,,,,,,-50,15:18:47.971,
,,46204,1860,326,160,183,-0.997070,-0.000977,0.091309,1.505000,-3.815000,-0.087500,-1.850258,-0.180018,-0.890016,,162,144,127,116,914,,,,,,,,,-50,15:18:47.972,
,,46205,1880,327,160,183,-1.000000,-0.002441,0.093262,1.443750,-3.762500,-0.280000,-1.850258,-0.180310,-0.901550,,160,142,128,116,913,,,,,,,,,-50,15:18:48.002,
,,46206,1900,327,160,184,-1.000000,0.001953,0.090820,1.338750,-3.745000,-0.140000,-1.852302,-0.183230,-0.887096,,161,142,128,115,914,,,,,,,,,-50,15:18:48.032,
,,46207,1920,325,161,182,-0.995117,-0.001465,0.094238,1.295000,-3.841250,-0.271250,-1.855222,-0.180602,-0.891768,,161,142,128,115,913,,,,,,,,,-50,15:18:48.032,
,,46208,1940,326,160,182,-0.998047,-0.001465,0.090820,1.461250,-3.823750,-0.175000,-1.855222,-0.180602,-0.891768,,160,142,127,116,913,,,,,,,,,-50,15:18:48.062,
,,46209,1960,327,159,182,-1.000000,-0.002930,0.095215,1.531250,-3.710000,-0.113750,-1.854346,-0.177098,-0.884322,,162,144,128,115,913,,,,,,,,,-50,15:18:48.092,
,,46210,1980,328,158,184,-0.998047,-0.004395,0.091309,1.461250,-3.806250,-0.210000,-1.852010,-0.176806,-0.888994,,162,142,129,117,913,,,,,,,,,-53,15:18:48.122,
,,46211,2000,327,160,183,-0.996582,-0.002930,0.091309,1.347500,-3.832500,-0.140000,-1.848360,-0.185566,-0.887096,,160,144,128,115,913,,,,,,,,,-53,15:18:48.152,
,,46212,2020,325,158,184,-0.996094,-0.003418,0.090332,1.400000,-3.727500,-0.218750,-1.850550,-0.177098,-0.888118,,160,142,128,117,913,,,,,,,,,-53,15:18:48.152,
,,46213,2040,327,159,183,-0.997559,-0.001953,0.089844,1.373750,-3.823750,-0.157500,-1.850550,-0.177098,-0.888118,,162,142,127,116,914,,,,,,,,,-53,15:18:48.153,
,,46214,2060,326,161,183,-0.998047,-0.002441,0.091797,1.356250,-3.788750,-0.166250,-1.852886,-0.179726,-0.884614,,161,141,129,115,913,,,,,,,,,-53,15:18:48.179,
,,46215,2080,325,159,181,-1.000488,0.001953,0.092773,1.312500,-3.815000,-0.166250,-1.854054,-0.172572,-0.886658,,160,141,126,116,913,,,,,,,,,-53,15:18:48.212,
,,46216,2100,326,160,183,-0.998535,-0.002441,0.091309,1.330000,-3.850000,-0.113750,-1.854054,-0.172572,-0.886658,,162,141,129,116,914,,,,,,,,,-53,15:18:48.242,
,,46217,2120,327,160,184,-0.997559,-0.000977,0.095215,1.295000,-3.893750,-0.253750,-1.849966,-0.177536,-0.888118,,161,141,127,116,913,,,,,,,,,-53,15:18:48.272,
,,46218,2140,327,160,183,-0.994141,0.000488,0.096680,1.085000,-3.771250,-0.288750,-1.853032,-0.181624,-0.892206,,161,141,127,115,912,,,,,,,,,-53,15:18:48.272,
,,46219,2160,325,159,182,-0.996094,-0.001465,0.090332,0.883750,-3.876250,-0.376250,-1.852594,-0.176368,-0.890600,,160,141,126,114,912,,,,,,,,,-53,15:18:48.302,
,,46220,2180,327,158,182,-0.998535,-0.001953,0.091797,0.568750,-3.928750,-0.358750,-1.852010,-0.174908,-0.884906,,161,144,128,117,913,,,,,,,,,-53,15:18:48.332,
,,46221,2200,328,159,183,-0.996582,-0.001465,0.092773,1.172500,-3.780000,-0.140000,-1.852010,-0.174908,-0.884906,,160,144,127,117,913,,,,,,,,,-53,15:18:48.332,
,,46222,2220,325,159,184,-0.996582,-0.000977,0.089355,1.181250,-3.832500,-0.245000,-1.853762,-0.180456,-0.898192,,161,140,128,114,913,,,,,,,,,-53,15:18:48.362,
,,46223,2240,326,160,183,-0.995605,0.000977,0.095703,1.198750,-3.780000,-0.236250,-1.858580,-0.180456,-0.883300,,161,142,128,115,911,,,,,,,,,-53,15:18:48.391,
,,46224,2260,326,160,182,-0.994629,-0.002441,0.090820,1.120000,-3.832500,-0.183750,-1.855076,-0.177536,-0.894250,,160,142,127,117,913,,,,,,,,,-53,15:18:48.391,
,,46225,2280,327,162,183,-0.995117,-0.003906,0.088867,1.102500,-3.937500,-0.253750,-1.848798,-0.181478,-0.893374,,162,143,129,117,913,,,,,,,,,-53,15:18:48.422,
,,46226,2300,327,158,185,-0.999512,-0.001953,0.093262,1.251250,-3.937500,-0.315000,-1.848798,-0.181478,-0.893374,,162,144,129,117,913,,,,,,,,,-53,15:18:48.452,
,,46227,2320,327,157,185,-0.997559,0.005371,0.098145,1.181250,-3.736250,-0.183750,-1.848798,-0.177098,-0.881548,,162,144,128,116,912,,,,,,,,,-53,15:18:48.453,
,,46228,2340,326,158,182,-0.998047,-0.001465,0.088867,1.172500,-3.710000,-0.280000,-1.847338,-0.177098,-0.887826,,162,142,127,114,913,,,,,,,,,-53,15:18:48.482,
,,46229,2360,327,160,183,-0.995605,-0.004395,0.092773,1.163750,-3.753750,-0.262500,-1.847484,-0.181040,-0.881840,,160,142,127,116,915,,,,,,,,,-53,15:18:48.512,
,,46230,2380,327,159,184,-0.993652,0.000977,0.089355,1.128750,-3.867500,-0.175000,-1.849966,-0.176660,-0.882278,,162,143,128,116,912,,,,,,,,,-53,15:18:48.512,
,,46231,2400,328,160,183,-0.997559,-0.001465,0.091797,1.076250,-3.788750,-0.280000,-1.849966,-0.176660,-0.882278,,161,141,129,115,913,,,,,,,,,-53,15:18:48.541,
,,46232,2420,327,159,183,-0.998535,-0.001465,0.093262,0.962500,-3.815000,-0.227500,-1.845586,-0.187756,-0.887972,,162,141,127,116,915,,,,,,,,,-53,15:18:48.572,
,,46233,2440,327,162,181,-0.996582,-0.002930,0.092285,0.997500,-3.797500,-0.280000,-1.852740,-0.178412,-0.885928,,161,142,127,114,913,,,,,,,,,-53,15:18:48.573,
,,46234,2460,325,157,182,-0.995117,-0.003418,0.091309,1.006250,-3.753750,-0.306250,-1.848944,-0.181770,-0.891622,,161,141,126,117,913,,,,,,,,,-53,15:18:48.602,
,,46235,2480,328,159,183,-0.995117,-0.004395,0.095215,1.023750,-3.902500,-0.297500,-1.848068,-0.180748,-0.888702,,161,143,129,116,912,,,,,,,,,-53,15:18:48.633,
,,46236,2500,327,159,182,-0.997070,-0.000977,0.097168,1.023750,-3.780000,-0.227500,-1.848068,-0.180748,-0.888702,,161,144,129,116,914,,,,,,,,,-53,15:18:48.633,
,,46237,2520,326,161,184,-0.996582,-0.001953,0.090332,1.023750,-3.806250,-0.350000,-1.846608,-0.181040,-0.882570,,161,143,128,115,914,,,,,,,,,-53,15:18:48.663,
,,46238,2540,326,158,184,-0.996582,-0.003906,0.089355,1.067500,-3.841250,-0.175000,-1.847192,-0.183522,-0.878482,,160,142,127,116,914,,,,,,,,,-53,15:18:48.692,
,,46239,2560,325,160,182,-0.996094,-0.004395,0.089844,1.015000,-3.841250,-0.271250,-1.844856,-0.179872,-0.881110,,161,143,126,114,913,,,,,,,,,-53,15:18:48.721,
,,46240,2580,328,159,183,-0.999512,-0.002441,0.093262,1.146250,-3.823750,-0.192500,-1.848506,-0.180164,-0.892206,,161,142,127,117,913,,,,,,,,,-53,15:18:48.751,
