Tick,S0,S1,S2,S3,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
1298,152,219,119,199,0.972656,1.417969,0.503906,68.359383,46.875004,-64.453133,0.632813,-0.179688,-0.210938
1299,160,225,119,198,1.34375,1.96875,0.09375,89.355476,17.089846,-171.386734,0.617188,-0.164063,-0.210938
1300,165,233,119,198,1.183594,1.5625,0.019531,73.730476,-6.835938,-242.187515,0.585938,-0.132813,-0.203125
1301,173,241,121,202,0.96875,1.523438,0.140625,49.31641,-15.13672,-250.000015,0.546875,-0.101563,-0.195313
1302,178,246,120,213,-0.316406,1.632813,0.640625,-8.789063,32.226566,-250.000015,0.46875,-0.09375,-0.195313
1303,182,257,121,240,-0.121094,1.347656,0.492188,42.968754,-13.183595,-250.000015,0.46875,-0.09375,-0.195313
1304,187,273,121,263,0.40625,1.949219,0.273438,124.023445,-43.457035,-250.000015,0.375,-0.078125,-0.179688
1305,189,283,122,277,-0.480469,1.527344,-0.089844,84.472664,-80.078133,-250.000015,0.296875,-0.09375,-0.148438
1306,190,288,122,282,0.070313,1.8125,0.0625,-25.390627,-10.253907,-142.57814,0.257813,-0.101563,-0.15625
1307,191,290,121,286,0.222656,1.996094,-0.113281,-133.300797,79.10157,41.992191,0.257813,-0.109375,-0.179688
1308,190,290,122,286,0.5625,1.996094,-0.113281,-164.062515,64.453133,-21.484377,0.257813,-0.109375,-0.179688
1309,190,290,122,287,1.394531,1.996094,-0.386719,-104.003914,-22.460939,-245.117203,0.242188,-0.125,-0.195313
1310,189,291,120,286,1.996094,1.996094,-0.5625,-53.710941,-70.312508,-250.000015,0.203125,-0.164063,-0.210938
1311,189,292,121,287,1.996094,1.910156,-0.871094,-49.804691,-44.433598,-245.117203,0.171875,-0.203125,-0.234375
1312,189,293,121,288,1.996094,1.363281,-1.132813,-125.000008,40.527348,-102.050789,0.15625,-0.226563,-0.234375
1313,189,293,122,287,1.484375,0.089844,-1.121094,-139.160172,44.921879,-19.042971,0.15625,-0.226563,-0.234375
1314,189,295,120,287,1.09375,-1.019531,-1.011719,-47.851566,-37.59766,36.132816,0.148438,-0.242188,-0.25
1315,189,294,121,286,1.488281,-1.039063,-0.972656,53.22266,-120.605476,125.000008,0.15625,-0.234375,-0.257813
1316,188,293,122,287,1.875,-0.570313,-0.746094,83.00782,-121.093758,240.23439,0.195313,-0.203125,-0.265625
1317,187,294,120,286,1.734375,0.148438,-0.5625,85.449226,-66.406258,249.511734,0.25,-0.164063,-0.273438
1318,188,294,121,286,1.167969,1.660156,-0.566406,166.01564,-69.335945,249.511734,0.3125,-0.132813,-0.25
1319,187,293,120,285,1.546875,1.96875,-0.355469,188.476578,-95.703133,249.511734,0.390625,-0.101563,-0.226563
1320,185,293,120,286,1.921875,1.996094,-0.191406,202.148453,-77.148445,249.511734,0.476563,-0.09375,-0.203125
1321,188,294,120,285,1.59375,1.996094,0.078125,217.285172,-22.949221,249.511734,0.5625,-0.109375,-0.171875
1322,187,295,119,286,1.140625,1.996094,0.109375,221.679703,63.964848,249.511734,0.632813,-0.148438,-0.140625
1323,186,294,121,286,-0.558594,1.996094,-0.140625,193.847672,134.76564,249.511734,0.632813,-0.148438,-0.140625
1324,187,296,121,287,-2,1.996094,-0.03125,153.320328,107.910164,249.511734,0.6875,-0.1875,-0.125
1325,187,295,122,285,-2,1.996094,0.671875,60.546879,38.085941,249.511734,0.734375,-0.226563,-0.132813
1326,187,298,122,286,-2,1.996094,0.738281,-51.269535,-10.253907,125.000008,0.757813,-0.25,-0.148438
1327,188,298,121,286,-2,1.996094,0.335938,-7.8125,-137.207047,-121.582039,0.75,-0.234375,-0.117188
1328,192,302,119,290,0.320313,0.167969,-0.773438,-243.164078,-53.22266,-250.000015,0.75,-0.234375,-0.117188
1329,206,316,101,305,0.472656,1.996094,-0.847656,-233.886734,87.402351,-228.027359,0.695313,-0.1875,-0.148438
1330,189,308,100,296,0.347656,-1.09375,1.046875,-164.550797,60.546879,-144.531265,0.671875,-0.179688,-0.195313
1331,174,288,99,286,-0.558594,0.984375,0.085938,-63.964848,26.367189,-91.308601,0.648438,-0.171875,-0.21875
1332,164,267,104,270,0.882813,1.324219,-0.339844,-74.707039,-20.019533,-41.015629,0.640625,-0.171875,-0.226563
1333,158,248,109,251,0.402344,0.710938,0.144531,-64.453133,-4.882813,-51.757816,0.640625,-0.171875,-0.226563
1334,153,236,114,233,0.683594,0.945313,0.097656,-23.437502,-3.90625,-40.527348,0.632813,-0.171875,-0.226563
1335,150,229,118,217,0.472656,1.03125,0.144531,-8.300782,25.878908,-47.851566,0.625,-0.164063,-0.242188
1336,147,226,120,205,0.605469,1.195313,0,22.949221,47.851566,-50.292973,0.609375,-0.15625,-0.234375
1337,151,226,122,199,1.554688,1.898438,0.429688,100.097664,21.484377,-151.855484,0.59375,-0.140625,-0.21875
1338,159,236,121,199,1.335938,1.828125,-0.039063,82.031258,-7.324219,-239.746109,0.59375,-0.140625,-0.21875
1339,165,243,120,201,1.261719,1.683594,0.019531,47.851566,-29.785158,-250.000015,0.554688,-0.109375,-0.203125
1340,170,249,122,212,-0.175781,1.605469,0.664063,-8.789063,18.554689,-250.000015,0.492188,-0.085938,-0.195313
1341,178,259,122,238,0.132813,1.707031,0.320313,53.710941,-51.269535,-250.000015,0.40625,-0.070313,-0.195313
1342,186,275,121,264,0.386719,1.996094,0.050781,118.16407,-77.148445,-250.000015,0.3125,-0.070313,-0.171875
1343,191,286,121,277,-0.78125,1.679688,-0.261719,49.31641,-106.933601,-250.000015,0.3125,-0.070313,-0.171875
1344,188,289,122,283,-0.0625,1.214844,0,-27.343752,-41.50391,-189.941422,0.25,-0.09375,-0.164063
1345,190,291,122,286,-0.300781,1.996094,-0.453125,-174.804703,85.937508,3.90625,0.242188,-0.101563,-0.1875
1346,191,293,122,286,0.066406,1.996094,-0.121094,-208.98439,77.148445,-19.531252,0.226563,-0.125,-0.203125
1347,190,292,121,286,0.792969,1.996094,-0.269531,-75.19532,6.835938,-201.17189,0.195313,-0.140625,-0.226563
1348,191,292,121,287,1.554688,1.996094,-0.4375,-36.621098,-87.890633,-250.000015,0.195313,-0.140625,-0.226563
1349,190,292,121,287,1.996094,1.996094,-0.738281,-65.917976,-84.472664,-250.000015,0.15625,-0.1875,-0.242188
1350,189,293,121,287,1.996094,1.90625,-0.769531,-113.281258,-33.69141,-197.753922,0.125,-0.234375,-0.257813
1351,189,293,121,285,1.996094,0.839844,-0.957031,-104.003914,-3.90625,-113.281258,0.117188,-0.265625,-0.273438
1352,189,292,122,287,1.792969,0.046875,-0.921875,-76.171883,-15.625001,-27.832033,0.117188,-0.28125,-0.28125
1353,189,292,121,287,1.464844,-0.96875,-0.761719,-40.527348,-49.804691,48.339848,0.117188,-0.28125,-0.28125
1354,188,293,121,288,1.417969,-1.304688,-0.785156,0.488281,-84.472664,134.277359,0.117188,-0.273438,-0.289063
1355,189,295,120,287,1.492188,-1.121094,-0.710938,39.550785,-95.214851,244.14064,0.148438,-0.242188,-0.304688
1356,189,294,121,286,1.667969,-0.03125,-0.605469,83.984383,-81.054695,249.511734,0.195313,-0.195313,-0.304688
1357,186,294,120,286,1.507813,0.859375,-0.582031,98.63282,-43.945316,249.511734,0.265625,-0.140625,-0.3125
1358,188,294,121,286,1.285156,1.59375,-0.699219,170.898453,-51.757816,249.511734,0.265625,-0.140625,-0.3125
1359,188,294,121,286,1.746094,1.996094,-0.636719,223.632828,-61.03516,249.511734,0.34375,-0.109375,-0.289063
1360,188,294,122,286,1.996094,1.996094,-0.496094,232.42189,-2.929688,249.511734,0.414063,-0.078125,-0.265625
1361,187,295,120,285,1.503906,1.996094,-0.558594,211.914078,74.218758,249.511734,0.492188,-0.03125,-0.25
1362,187,295,121,285,0.796875,1.996094,-0.566406,223.144547,100.097664,249.511734,0.625,-0.015625,-0.203125
1363,188,297,119,286,-0.4375,1.996094,-0.523438,195.800797,125.97657,249.511734,0.625,-0.015625,-0.203125
1364,188,295,122,287,-2,1.996094,-0.53125,202.148453,84.960945,249.511734,0.765625,-0.085938,-0.171875
1365,186,298,120,286,-2,1.996094,-0.070313,171.386734,-2.929688,249.511734,0.828125,-0.171875,-0.148438
1366,187,298,120,287,-2,1.996094,0.382813,42.480473,-81.542976,146.972672,0.859375,-0.226563,-0.125
1367,197,304,121,293,-1.164063,0.675781,-0.371094,-198.242203,35.156254,-237.792984,0.828125,-0.171875,-0.09375
1368,211,318,110,307,1.773438,1.695313,0.078125,-225.585953,72.265633,-250.000015,0.828125,-0.171875,-0.09375
1369,189,311,101,296,0.464844,-1.460938,1.421875,-245.605484,169.92189,-112.792976,0.773438,-0.125,-0.164063
1370,173,296,101,289,-1.277344,1.941406,0.683594,-128.417984,119.628914,-172.851578,0.734375,-0.109375,-0.226563
1371,166,272,105,273,0.464844,0.953125,0.230469,-114.746101,1.464844,-48.339848,0.726563,-0.109375,-0.242188
1372,158,250,108,252,0.410156,0.847656,0.386719,-82.031258,5.371094,-54.687504,0.71875,-0.117188,-0.265625
1373,154,234,113,229,0.257813,0.898438,0.476563,-42.968754,4.882813,-50.781254,0.71875,-0.117188,-0.265625
1374,150,224,119,210,0.445313,0.785156,0.375,-23.925783,11.718751,-44.921879,0.703125,-0.109375,-0.273438
1375,149,217,121,197,0.714844,1.257813,-0.160156,4.394532,34.179691,-39.062504,0.695313,-0.109375,-0.28125
1376,150,216,121,188,1.007813,1.570313,0.761719,82.031258,31.738283,-112.792976,0.671875,-0.09375,-0.265625
1377,156,221,122,183,1.4375,1.898438,0.164063,86.425789,20.996096,-197.753922,0.640625,-0.0625,-0.257813
1378,164,230,122,186,1.394531,1.824219,-0.246094,78.613289,-16.601564,-250.000015,0.640625,-0.0625,-0.257813
1379,174,239,122,195,1.601563,1.730469,0.152344,41.015629,-41.992191,-250.000015,0.578125,-0.023438,-0.226563
1380,179,249,121,218,0.730469,1.996094,0.738281,-4.394532,-57.617191,-250.000015,0.492188,0.007813,-0.226563
1381,185,263,122,248,0.199219,1.808594,0.570313,23.925783,-58.593754,-250.000015,0.382813,0.015625,-0.21875
1382,189,280,122,270,-0.140625,1.765625,-0.003906,72.265633,-73.242195,-250.000015,0.304688,0.007813,-0.203125
1383,188,284,121,280,-0.066406,1.335938,0.289063,-21.484377,-24.902346,-181.152359,0.304688,0.007813,-0.203125
1384,188,289,122,283,-0.019531,1.996094,-0.414063,-138.67189,94.72657,44.433598,0.273438,0,-0.21875
1385,189,290,122,286,0.261719,1.996094,-0.257813,-230.957047,109.863289,14.648438,0.28125,-0.015625,-0.242188
1386,189,292,124,286,0.625,1.996094,-0.148438,-139.648453,41.992191,-241.699234,0.242188,-0.054688,-0.273438
1387,191,293,121,287,1.90625,1.996094,-0.433594,-13.671876,-78.125008,-250.000015,0.203125,-0.085938,-0.28125
1388,189,294,122,287,1.996094,1.996094,-0.648438,-55.664066,-69.335945,-249.023453,0.203125,-0.085938,-0.28125
1389,189,293,122,288,1.996094,1.667969,-0.636719,-85.937508,-22.460939,-188.476578,0.164063,-0.117188,-0.296875
1390,189,295,121,288,1.996094,0.796875,-1.105469,-96.679695,20.019533,-127.441414,0.148438,-0.148438,-0.296875
1391,188,296,121,287,1.617188,-0.394531,-1.011719,-91.308601,27.343752,-52.246098,0.132813,-0.171875,-0.3125
1392,188,295,122,288,1.261719,-1.320313,-0.828125,-5.859375,-34.179691,20.996096,0.140625,-0.164063,-0.320313
1393,187,295,122,288,1.546875,-1.320313,-0.722656,61.03516,-75.19532,113.769539,0.140625,-0.164063,-0.320313
1394,186,295,121,285,1.695313,-0.84375,-0.59375,72.265633,-56.152348,229.003922,0.171875,-0.148438,-0.320313
1395,187,296,121,286,1.523438,-0.140625,-0.59375,90.332039,-28.808596,249.511734,0.226563,-0.109375,-0.304688
1396,188,294,122,285,1.429688,0.714844,-0.609375,128.906265,-23.925783,249.511734,0.304688,-0.078125,-0.296875
1397,186,294,120,287,1.429688,1.734375,-0.625,179.199234,-41.992191,249.511734,0.398438,-0.070313,-0.257813
1398,185,294,121,285,1.8125,1.996094,-0.503906,194.824234,-41.50391,249.511734,0.398438,-0.070313,-0.257813
1399,187,294,120,286,1.667969,1.996094,-0.4375,169.433609,18.554689,249.511734,0.46875,-0.070313,-0.226563
1400,186,294,120,286,1.132813,1.996094,-0.484375,192.871109,50.292973,249.511734,0.53125,-0.039063,-0.1875
1401,188,295,120,285,0.929688,1.996094,-0.539063,214.355484,96.191414,249.511734,0.664063,-0.023438,-0.117188
1402,187,294,121,285,-0.816406,1.996094,-0.714844,170.898453,127.441414,249.511734,0.820313,-0.109375,-0.085938
1403,187,295,121,288,-2,1.996094,-0.457031,202.636734,31.250002,249.511734,0.820313,-0.109375,-0.085938
1404,186,296,120,286,-2,1.996094,0.417969,166.01564,-70.800789,248.535172,0.90625,-0.234375,-0.0625
1405,186,297,120,285,-2,1.996094,0.753906,-12.207032,-78.613289,108.398445,0.929688,-0.3125,-0.039063
1406,187,297,121,287,-2,1.996094,0.683594,-55.175785,-135.253922,-42.480473,0.929688,-0.328125,-0.015625
1407,192,301,120,290,-0.960938,0.230469,-0.355469,-194.335953,19.042971,-233.398453,0.90625,-0.28125,0
1408,201,310,112,298,1.230469,1.171875,0.53125,-153.808609,-21.484377,-250.000015,0.90625,-0.28125,-0.039063
1409,189,307,101,292,0.136719,-0.445313,1.742188,-245.117203,159.667984,-164.062515,0.875,-0.203125,-0.039063
1410,177,294,100,287,-0.511719,1.519531,0.640625,-91.308601,48.339848,-166.503922,0.84375,-0.171875,-0.117188
1411,168,273,103,272,0.492188,0.984375,0.042969,-71.777351,-9.277345,-39.062504,0.820313,-0.15625,-0.140625
1412,160,251,106,253,0.214844,0.777344,0.664063,-81.542976,-3.90625,-56.152348,0.820313,-0.148438,-0.132813
1413,155,237,113,233,0.183594,0.851563,0.589844,-30.761721,-4.882813,-50.292973,0.8125,-0.140625,-0.140625
1414,151,226,118,215,0.464844,1.082031,0.234375,-12.207032,7.8125,-45.898441,0.8125,-0.140625,-0.140625
1415,149,222,120,202,0.523438,0.925781,0.140625,-2.441406,40.527348,-43.945316,0.796875,-0.132813,-0.148438
1416,160,227,120,193,1.421875,1.96875,0.167969,75.683601,25.390627,-177.246109,0.757813,-0.09375,-0.15625
1417,181,246,121,205,1.242188,1.636719,-0.1875,48.828129,1.464844,-249.511734,0.710938,-0.046875,-0.15625
1418,180,247,122,203,0.804688,1.675781,-0.167969,26.855471,-21.484377,-250.000015,0.710938,-0.046875,-0.15625
1419,182,248,121,215,0.308594,1.921875,0.234375,-16.113283,-41.992191,-250.000015,0.632813,0,-0.15625
1420,184,260,122,245,-0.097656,1.65625,0.441406,6.347657,-62.988285,-250.000015,0.515625,0.039063,-0.15625
1421,190,276,121,267,0.117188,1.992188,0.207031,104.492195,-95.703133,-250.000015,0.40625,0.046875,-0.125
1422,189,284,121,278,-0.363281,1.816406,0.085938,19.042971,-72.265633,-243.164078,0.335938,0.039063,-0.140625
1423,190,286,121,284,-0.058594,1.996094,-0.3125,-121.093758,68.847664,-36.621098,0.335938,0.039063,-0.140625
1424,191,289,121,286,0.191406,1.996094,-0.445313,-246.093765,125.000008,6.347657,0.335938,0.023438,-0.1875
1425,191,289,122,288,0.597656,1.996094,-0.308594,-142.57814,30.273439,-226.074234,0.3125,-0.015625,-0.242188
1426,189,290,121,287,1.734375,1.996094,-0.304688,-44.921879,-47.851566,-250.000015,0.257813,-0.046875,-0.265625
1427,190,290,120,287,1.996094,1.996094,-0.550781,-40.527348,-59.570316,-250.000015,0.203125,-0.09375,-0.273438
1428,188,291,121,287,1.996094,1.789063,-0.5625,-60.546879,-23.925783,-240.722672,0.203125,-0.09375,-0.273438
1429,188,290,121,286,1.996094,0.925781,-0.621094,-57.617191,19.042971,-137.207047,0.171875,-0.140625,-0.289063
1430,188,291,122,286,1.988281,0.183594,-0.785156,-64.453133,47.851566,-49.804691,0.15625,-0.15625,-0.296875
1431,189,292,121,286,1.496094,-1.136719,-0.714844,-31.738283,24.902346,15.13672,0.15625,-0.164063,-0.304688
1432,187,292,121,284,1.222656,-1.773438,-0.667969,55.664066,-31.250002,101.562508,0.179688,-0.148438,-0.296875
1433,189,295,120,286,1.597656,-1.011719,-0.636719,130.85939,-70.312508,219.238297,0.179688,-0.148438,-0.296875
1434,188,296,120,285,1.671875,-0.046875,-0.5,124.511726,-48.828129,249.511734,0.21875,-0.109375,-0.289063
1435,187,296,121,286,1.492188,0.820313,-0.5,102.53907,-13.183595,249.511734,0.296875,-0.078125,-0.265625
1436,187,296,119,286,1.0625,1.410156,-0.59375,114.746101,-33.203129,249.511734,0.398438,-0.054688,-0.273438
1437,188,296,120,286,1.214844,1.890625,-0.800781,159.179703,-78.613289,249.511734,0.5,-0.0625,-0.234375
1438,187,295,120,286,1.855469,1.996094,-0.589844,195.312515,-67.38282,249.511734,0.5,-0.0625,-0.234375
1439,187,296,121,286,1.636719,1.996094,-0.558594,204.589859,14.648438,249.511734,0.601563,-0.09375,-0.195313
1440,188,296,120,286,1.019531,1.996094,-0.585938,243.652359,82.519539,249.511734,0.671875,-0.132813,-0.171875
1441,188,296,121,286,-0.4375,1.996094,-0.566406,233.398453,117.187508,249.511734,0.75,-0.203125,-0.15625
1442,188,296,121,286,-2,1.996094,-0.265625,218.750015,37.109379,249.511734,0.804688,-0.273438,-0.140625
1443,186,295,119,286,-2,1.996094,0.972656,168.457047,-107.421883,249.511734,0.804688,-0.273438,-0.140625
1444,187,297,121,287,-2,1.996094,1.386719,-25.878908,-132.812515,166.992203,0.828125,-0.320313,-0.101563
1445,186,296,120,288,-1.976563,1.996094,1.171875,-233.398453,-66.894539,-39.062504,0.835938,-0.34375,-0.09375
1446,203,308,118,298,0.703125,1.53125,0.308594,-118.652351,-118.16407,-247.070328,0.820313,-0.3125,-0.117188
1447,197,311,106,295,0.945313,1.296875,0.125,-237.792984,168.457047,-135.742203,0.804688,-0.273438,-0.171875
1448,188,304,104,292,0.171875,0.449219,0.40625,-107.910164,72.753914,-184.570328,0.78125,-0.257813,-0.195313
1449,176,280,106,281,-0.242188,0.699219,0.097656,-103.027351,38.085941,-69.335945,0.78125,-0.257813,-0.195313
1450,165,255,107,260,0.511719,1.089844,0.183594,-131.835953,4.394532,-54.687504,0.773438,-0.25,-0.203125
1451,160,234,111,237,0.265625,0.472656,0.761719,-56.152348,5.371094,-48.828129,0.765625,-0.25,-0.226563
1452,156,221,116,217,0.671875,1.289063,-0.144531,-10.253907,-5.859375,-37.109379,0.75,-0.25,-0.21875
1453,153,215,119,203,0.332031,0.738281,0.40625,-7.8125,29.296877,-43.457035,0.75,-0.242188,-0.226563
1454,152,212,120,193,0.472656,1.019531,0.09375,25.878908,54.199223,-49.31641,0.75,-0.242188,-0.226563
1455,155,212,120,187,1.417969,1.953125,0.605469,94.72657,41.015629,-88.378914,0.734375,-0.226563,-0.242188
1456,165,223,121,188,1.375,1.847656,-0.046875,75.19532,14.648438,-225.097672,0.71875,-0.195313,-0.226563
1457,183,242,121,202,1.550781,1.59375,-0.0625,46.386723,-4.882813,-250.000015,0.671875,-0.140625,-0.210938
1458,181,244,121,202,1.300781,1.828125,0.507813,7.8125,0.488281,-250.000015,0.601563,-0.09375,-0.210938
1459,184,250,120,226,-0.085938,1.503906,0.164063,-2.929688,-26.855471,-250.000015,0.601563,-0.09375,-0.210938
1460,188,267,121,255,0.160156,1.992188,0.527344,92.285164,-78.125008,-250.000015,0.507813,-0.054688,-0.203125
1461,192,282,121,273,-0.476563,1.292969,0.019531,68.359383,-92.773445,-250.000015,0.421875,-0.03125,-0.179688
1462,190,286,122,281,0.097656,1.765625,0.191406,-18.066408,10.253907,-120.605476,0.382813,-0.039063,-0.179688
1463,190,289,121,285,0.277344,1.996094,-0.398438,-185.54689,142.089859,28.320314,0.375,-0.046875,-0.210938
1464,190,290,121,286,0.472656,1.996094,-0.292969,-239.257828,137.695328,-79.10157,0.375,-0.046875,-0.210938
1465,191,292,121,287,1.761719,1.996094,-0.371094,-58.593754,-66.406258,-250.000015,0.28125,-0.101563,-0.257813
1466,188,291,120,285,1.996094,1.898438,-0.585938,-81.542976,-61.523441,-249.511734,0.234375,-0.132813,-0.273438
1467,187,291,121,286,1.996094,1.277344,-0.726563,-84.960945,-24.902346,-153.808609,0.210938,-0.15625,-0.28125
1468,189,292,120,286,1.992188,0.328125,-0.980469,-95.703133,10.742188,-64.941414,0.210938,-0.15625,-0.28125
1469,187,292,121,287,1.578125,-0.710938,-0.910156,-53.710941,-7.8125,-9.277345,0.210938,-0.171875,-0.289063
1470,188,292,119,286,1.332031,-1.496094,-0.808594,28.808596,-57.617191,60.546879,0.210938,-0.179688,-0.296875
1471,188,294,121,286,1.589844,-1.335938,-0.78125,99.121101,-93.261726,169.433609,0.242188,-0.148438,-0.296875
1472,188,294,121,287,1.820313,-0.507813,-0.589844,131.347672,-78.125008,249.511734,0.296875,-0.117188,-0.273438
1473,187,293,121,285,1.699219,0.574219,-0.496094,135.742203,-34.667973,249.511734,0.296875,-0.117188,-0.273438
1474,187,292,121,285,1.378906,1.21875,-0.484375,135.742203,-13.183595,249.511734,0.375,-0.09375,-0.25
1475,187,294,120,287,1.140625,1.566406,-0.527344,164.062515,-36.132816,249.511734,0.460938,-0.085938,-0.226563
1476,188,293,120,285,1.980469,1.996094,-0.34375,213.378922,-40.527348,249.511734,0.554688,-0.101563,-0.203125
1477,188,294,120,287,1.609375,1.996094,-0.449219,194.824234,24.902346,249.511734,0.640625,-0.140625,-0.164063
1478,187,293,120,285,1.222656,1.996094,-0.398438,228.027359,62.988285,249.511734,0.640625,-0.140625,-0.164063
1479,187,295,120,286,0.328125,1.996094,-0.507813,205.07814,122.558601,249.511734,0.710938,-0.195313,-0.171875
1480,187,295,121,287,-1.757813,1.996094,-0.625,172.363297,108.886726,249.511734,0.757813,-0.265625,-0.15625
1481,187,295,120,286,-2,1.996094,-0.140625,166.503922,-13.183595,249.511734,0.789063,-0.328125,-0.140625
1482,189,295,119,287,-2,1.996094,0.847656,72.753914,-106.44532,222.656265,0.804688,-0.367188,-0.125
1483,187,297,120,286,-2,1.996094,0.710938,-89.843758,-98.144539,45.898441,0.804688,-0.367188,-0.125
1484,188,297,121,287,-0.875,1.996094,0.335938,-72.753914,-162.597672,-73.242195,0.804688,-0.382813,-0.117188
1485,198,306,117,293,-0.390625,1.5,-1.570313,-250.000015,-14.648438,-250.000015,0.796875,-0.34375,-0.109375
1486,191,307,101,293,0.144531,0.960938,0.964844,-250.000015,194.335953,-179.199234,0.773438,-0.304688,-0.132813
1487,180,299,100,290,-0.441406,0.984375,1.492188,-152.832047,92.773445,-180.664078,0.757813,-0.289063,-0.179688
1488,171,277,101,280,-0.449219,0.882813,0.722656,-80.078133,56.640629,-54.199223,0.757813,-0.289063,-0.179688
1489,163,258,105,262,0.445313,0.972656,0.332031,-89.843758,7.324219,-48.339848,0.75,-0.28125,-0.1875
1490,157,239,110,239,0.210938,0.6875,0.449219,-52.734379,6.835938,-54.199223,0.75,-0.28125,-0.203125
1491,152,227,115,222,0.59375,1.023438,0.09375,-14.648438,4.882813,-41.50391,0.742188,-0.273438,-0.195313
1492,149,221,119,209,0.441406,0.898438,0.164063,-3.417969,45.41016,-43.457035,0.734375,-0.265625,-0.210938
1493,149,218,119,199,0.605469,1.199219,0.191406,31.738283,69.824226,-60.058598,0.734375,-0.265625,-0.210938
1494,194,253,120,232,1.484375,1.933594,0.527344,103.027351,40.039066,-115.234383,0.71875,-0.25,-0.203125
1495,193,259,121,225,1.605469,1.988281,0.082031,103.027351,6.835938,-205.07814,0.695313,-0.21875,-0.203125
1496,193,263,122,223,1.472656,1.726563,0.09375,52.734379,-28.808596,-250.000015,0.664063,-0.171875,-0.1875
1497,182,258,122,221,0.074219,1.5625,0.335938,-19.042971,28.320314,-250.000015,0.601563,-0.125,-0.195313
1498,183,266,122,245,0.03125,1.722656,0.289063,51.757816,-14.648438,-250.000015,0.507813,-0.078125,-0.171875
1499,187,278,122,267,0.113281,1.96875,-0.007813,116.210945,-40.039066,-250.000015,0.507813,-0.078125,-0.171875
1500,190,285,122,278,-0.605469,1.960938,0.089844,35.156254,-56.640629,-250.000015,0.414063,-0.0625,-0.15625
1501,189,288,122,282,-0.144531,1.996094,-0.304688,-104.492195,56.152348,-75.683601,0.375,-0.0625,-0.164063
1502,191,290,122,286,-0.09375,1.996094,-0.378906,-224.60939,93.750008,1.464844,0.367188,-0.078125,-0.1875
1503,191,290,122,287,0.449219,1.996094,-0.261719,-194.824234,37.109379,-168.457047,0.328125,-0.101563,-0.226563
1504,189,290,120,287,0.9375,1.996094,-0.289063,-70.312508,-78.125008,-250.000015,0.328125,-0.101563,-0.226563
1505,187,289,121,286,1.976563,1.996094,-0.421875,-18.066408,-149.414078,-250.000015,0.28125,-0.117188,-0.234375
1506,189,289,121,286,1.996094,1.996094,-0.476563,-81.542976,-51.757816,-231.933609,0.242188,-0.15625,-0.242188
1507,188,291,122,288,1.996094,1.210938,-0.984375,-149.414078,67.871101,-113.769539,0.21875,-0.179688,-0.265625
1508,187,292,121,285,1.515625,-0.183594,-1.125,-144.042984,90.332039,-57.12891,0.203125,-0.203125,-0.265625
1509,187,292,121,287,1.007813,-1.292969,-1.078125,-29.296877,-5.371094,-13.671876,0.203125,-0.203125,-0.265625
1510,187,293,121,286,1.390625,-1.472656,-0.953125,83.00782,-111.328133,62.988285,0.203125,-0.203125,-0.273438
1511,187,293,120,286,1.929688,-1.324219,-0.816406,118.16407,-133.789078,183.105484,0.234375,-0.179688,-0.273438
1512,188,294,121,286,1.988281,-0.5,-0.539063,125.97657,-77.148445,249.511734,0.28125,-0.148438,-0.257813
1513,187,293,120,286,1.589844,0.507813,-0.503906,133.300797,-14.648438,249.511734,0.351563,-0.117188,-0.257813
1514,187,292,120,285,1.4375,1.917969,-0.519531,227.050797,-48.339848,249.511734,0.429688,-0.101563,-0.21875
1515,187,292,119,286,1.964844,1.996094,-0.363281,236.32814,-32.226566,249.511734,0.515625,-0.101563,-0.171875
1516,186,293,122,286,1.351563,1.996094,-0.347656,192.871109,17.578127,249.511734,0.601563,-0.125,-0.15625
1517,187,293,122,286,0.921875,1.996094,-0.15625,201.17189,29.296877,249.511734,0.679688,-0.179688,-0.117188
1518,186,294,119,286,0.5625,1.996094,-0.113281,190.429703,76.171883,249.511734,0.679688,-0.179688,-0.117188
1519,188,295,119,287,-1.449219,1.996094,-0.261719,139.160172,102.050789,249.511734,0.734375,-0.25,-0.109375
1520,187,296,121,287,-2,1.996094,0.226563,145.019547,0,249.511734,0.765625,-0.304688,-0.117188
1521,187,295,121,285,-2,1.996094,1.542969,116.210945,-111.816414,238.769547,0.796875,-0.359375,-0.09375
1522,187,297,120,285,-2,1.996094,1.175781,-75.19532,-67.871101,58.593754,0.796875,-0.375,-0.101563
1523,192,301,120,290,-1.242188,1.996094,0.445313,-119.140633,-100.585945,-88.378914,0.796875,-0.375,-0.101563
1524,197,308,115,298,-0.914063,1.449219,-0.804688,-150.878922,-173.339859,-180.664078,0.789063,-0.335938,-0.085938
1525,198,313,102,299,1.335938,-0.871094,0.734375,-249.511734,118.652351,-113.281258,0.78125,-0.304688,-0.117188
1526,180,300,101,291,0.023438,1.585938,0.574219,-160.644547,25.390627,-195.312515,0.757813,-0.289063,-0.148438
1527,169,278,103,280,0.0625,0.863281,0.199219,-94.72657,48.828129,-48.828129,0.742188,-0.273438,-0.140625
1528,161,254,106,260,0.167969,0.703125,0.726563,-116.699226,41.015629,-58.105473,0.742188,-0.273438,-0.140625
1529,156,235,111,238,0.09375,0.6875,0.804688,-54.199223,25.878908,-49.804691,0.742188,-0.273438,-0.179688
