SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.231R
DeviceName: Sensoria-C1-8462
SerialNumber: E22EC481EC559DCF
Location: 0x0000
Start: 2024-02-26T15:05:06-08:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,5592,1960,330,160,183,0.002441,-0.005371,1.029297,1.295000,-3.718750,-0.210000,0.041756,-0.195348,-0.421794,,160,142,127,115,916,,,,,,,,,-49,15:05:08.066,
,,5593,1980,328,160,182,0.005371,-0.004883,1.036621,1.277500,-3.753750,-0.157500,0.044530,-0.192574,-0.437708,,160,141,127,116,915,,,,,,,,,-49,15:05:08.097,
,,5594,2000,327,159,182,0.002441,-0.003418,1.036621,1.321250,-3.718750,-0.192500,0.044530,-0.192574,-0.437708,,160,140,127,116,914,,,,,,,,,-49,15:05:08.098,
,,5595,2020,327,160,183,0.004883,-0.004883,1.036621,1.330000,-3.736250,-0.218750,0.043508,-0.193450,-0.442526,,161,141,129,115,916,,,,,,,,,-49,15:05:08.127,
,,5596,2040,327,162,183,0.003418,-0.001465,1.035645,1.356250,-3.815000,-0.210000,0.041902,-0.192720,-0.438000,,161,143,128,115,914,,,,,,,,,-49,15:05:08.186,
,,5597,2060,329,160,184,0.003906,-0.003418,1.032227,1.365000,-3.745000,-0.131250,0.047304,-0.194618,-0.441650,,162,143,125,116,915,,,,,,,,,-49,15:05:08.187,
,,5598,2080,319,156,179,0.009766,-0.007324,1.032227,1.268750,-3.797500,-0.210000,0.047304,-0.194618,-0.441650,,157,139,126,114,914,,,,,,,,,-49,15:05:08.188,
,,5599,2100,328,160,182,0.004883,-0.004883,1.033203,1.277500,-3.806250,-0.183750,0.045260,-0.193012,-0.436978,,159,141,126,116,914,,,,,,,,,-49,15:05:08.216,
,,5600,2120,329,161,183,0.003418,-0.004883,1.036621,1.400000,-3.762500,-0.236250,0.044384,-0.192574,-0.444424,,161,141,127,115,916,,,,,,,,,-49,15:05:08.227,
,,5601,2140,327,160,184,0.001465,-0.005371,1.035645,1.347500,-3.780000,-0.070000,0.041464,-0.194910,-0.439898,,161,139,128,115,915,,,,,,,,,-49,15:05:08.246,
,,5602,2160,327,161,184,0.009277,-0.006348,1.033203,1.277500,-3.718750,-0.166250,0.046428,-0.193596,-0.439898,,160,141,128,115,916,,,,,,,,,-49,15:05:08.276,
,,5603,2180,328,160,184,0.006348,-0.004883,1.036133,1.312500,-3.823750,-0.148750,0.046428,-0.193596,-0.439898,,161,142,127,115,915,,,,,,,,,-49,15:05:08.277,
,,5604,2200,327,162,183,0.008789,-0.002441,1.035645,1.277500,-3.832500,-0.131250,0.040296,-0.190968,-0.451432,,162,143,126,116,914,,,,,,,,,-49,15:05:08.305,
,,5605,2220,327,160,182,0.006348,-0.006836,1.038086,1.338750,-3.780000,-0.148750,0.045990,-0.191260,-0.440190,,162,140,127,115,917,,,,,,,,,-49,15:05:08.338,
,,5606,2240,327,159,181,0.006348,-0.003906,1.039062,1.295000,-3.902500,-0.157500,0.046282,-0.191698,-0.435664,,160,141,126,116,916,,,,,,,,,-49,15:05:08.339,
,,5607,2260,328,158,183,0.005859,-0.004883,1.036133,1.365000,-3.788750,-0.175000,0.046720,-0.195494,-0.445154,,160,142,129,116,916,,,,,,,,,-49,15:05:08.367,
