Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,1034,1940,327,160,181,0.007812,-0.006836,1.035645,1.321250,-3.771250,-0.131250,0.052122,-0.176222,-0.450556,,157,141,126,115,916,,,,,,,,,-51,15:03:35.902,
,,1035,1960,325,160,180,0.010254,-0.006348,1.033203,1.242500,-3.657500,-0.148750,0.052122,-0.176222,-0.450556,,158,140,124,114,916,,,,,,,,,-51,15:03:35.931,
,,1036,1980,328,158,182,0.006836,-0.003906,1.036133,1.268750,-3.806250,-0.192500,0.048910,-0.173156,-0.446760,,159,140,127,115,917,,,,,,,,,-51,15:03:35.931,
,,1037,2000,326,161,183,0.010742,-0.007324,1.031738,1.417500,-3.806250,-0.192500,0.053436,-0.176222,-0.457272,,160,141,127,116,916,,,,,,,,,-51,15:03:35.960,
,,1038,2020,325,157,182,0.005371,-0.006836,1.039062,1.295000,-3.780000,-0.262500,0.048618,-0.172572,-0.455666,,160,141,127,114,916,,,,,,,,,-51,15:03:35.989,
,,1039,2040,327,158,182,0.000977,-0.005859,1.030762,1.295000,-3.771250,-0.192500,0.053582,-0.177828,-0.445154,,157,141,124,114,918,,,,,,,,,-51,15:03:35.998,
,,1040,2060,327,161,181,0.003906,-0.004883,1.035156,1.338750,-3.788750,-0.131250,0.052998,-0.172572,-0.455520,,159,139,125,114,915,,,,,,,,,-51,15:03:36.019,
,,1041,2080,326,159,181,0.004883,-0.006836,1.034668,1.303750,-3.745000,-0.227500,0.052998,-0.172572,-0.455520,,158,142,127,115,918,,,,,,,,,-51,15:03:36.049,
,,1042,2100,325,159,183,0.006836,-0.005371,1.034668,1.295000,-3.736250,-0.113750,0.052998,-0.170674,-0.443256,,158,141,128,115,918,,,,,,,,,-51,15:03:36.050,
,,1043,2120,326,160,184,0.007812,-0.007324,1.039551,1.408750,-3.841250,-0.236250,0.052122,-0.176514,-0.452892,,159,142,125,114,917,,,,,,,,,-51,15:03:36.080,
,,1044,2140,326,159,182,0.004883,-0.007324,1.038574,1.365000,-3.745000,-0.210000,0.051100,-0.175054,-0.445446,,159,141,124,113,917,,,,,,,,,-49,15:03:36.112,
,,1045,2160,326,160,180,0.007324,-0.003906,1.037598,1.303750,-3.692500,-0.166250,0.046866,-0.174032,-0.429094,,158,139,124,114,915,,,,,,,,,-49,15:03:36.112,
,,1046,2180,328,162,182,0.006348,-0.009277,1.037598,1.277500,-3.745000,-0.157500,0.046866,-0.174032,-0.429094,,159,141,128,115,917,,,,,,,,,-49,15:03:36.142,
,,1047,2200,326,161,182,0.005859,-0.004395,1.034668,1.312500,-3.710000,-0.122500,0.050808,-0.173886,-0.450556,,158,140,128,117,916,,,,,,,,,-49,15:03:36.172,
,,1048,2220,326,159,179,0.007812,-0.004395,1.034180,1.303750,-3.736250,-0.236250,0.053728,-0.171842,-0.451724,,156,139,126,113,916,,,,,,,,,-49,15:03:36.200,
,,1049,2240,325,158,182,0.002441,-0.006348,1.031250,1.417500,-3.771250,-0.175000,0.053728,-0.171842,-0.451724,,157,140,127,114,915,,,,,,,,,-49,15:03:36.229,
,,1050,2260,326,160,182,0.004395,-0.003418,1.033691,1.312500,-3.806250,-0.166250,0.051976,-0.169944,-0.447928,,160,140,124,114,916,,,,,,,,,-49,15:03:36.231,
,,1051,2280,327,160,181,0.006348,-0.007324,1.036621,1.321250,-3.797500,-0.183750,0.054604,-0.171112,-0.439898,,158,139,124,114,917,,,,,,,,,-49,15:03:36.260,
,,1052,2300,327,159,181,0.006348,-0.000488,1.039062,1.303750,-3.771250,-0.192500,0.053728,-0.170528,-0.444862,,157,141,125,116,914,,,,,,,,,-49,15:03:36.291,
,,1053,2320,327,158,182,0.004395,-0.005859,1.031738,1.286250,-3.780000,-0.105000,0.054604,-0.170382,-0.449972,,158,141,127,116,917,,,,,,,,,-49,15:03:36.292,
,,1054,2340,326,160,183,0.005859,-0.002930,1.034668,1.338750,-3.797500,-0.175000,0.054604,-0.170382,-0.449972,,157,141,127,115,915,,,,,,,,,-49,15:03:36.320,
,,1055,2360,325,157,181,0.005371,-0.006348,1.040039,1.233750,-3.806250,-0.166250,0.049348,-0.167462,-0.455082,,158,139,123,114,916,,,,,,,,,-49,15:03:36.349,
,,1056,2380,325,160,181,0.004395,-0.001465,1.035645,1.277500,-3.692500,-0.192500,0.052122,-0.174470,-0.445884,,158,141,125,114,916,,,,,,,,,-49,15:03:36.360,
,,1057,2400,328,158,181,0.007812,-0.003418,1.032227,1.417500,-3.780000,-0.201250,0.053290,-0.173886,-0.454498,,157,139,125,115,915,,,,,,,,,-49,15:03:36.380,
,,1058,2420,326,158,181,0.006348,-0.003418,1.030762,1.338750,-3.797500,-0.148750,0.058400,-0.174032,-0.436978,,159,140,129,115,915,,,,,,,,,-49,15:03:36.410,
,,1059,2440,327,158,183,0.006348,-0.007324,1.037598,1.312500,-3.815000,-0.210000,0.058400,-0.174032,-0.436978,,158,142,128,115,915,,,,,,,,,-49,15:03:36.412,
,,1060,2460,327,159,182,0.006348,-0.005371,1.034180,1.295000,-3.806250,-0.175000,0.053582,-0.174032,-0.455374,,159,139,125,114,916,,,,,,,,,-49,15:03:36.442,
,,1061,2480,326,159,182,0.003906,-0.003418,1.037598,1.365000,-3.815000,-0.227500,0.051684,-0.170090,-0.450702,,158,140,126,115,917,,,,,,,,,-49,15:03:36.472,
,,1062,2500,327,160,181,0.005371,-0.001953,1.036621,1.321250,-3.762500,-0.210000,0.052998,-0.173886,-0.449972,,158,139,126,115,917,,,,,,,,,-49,15:03:36.473,
,,1063,2520,325,159,182,0.003906,-0.005859,1.031250,1.321250,-3.745000,-0.183750,0.053874,-0.173594,-0.450264,,158,141,128,116,917,,,,,,,,,-49,15:03:36.502,
,,1064,2540,326,159,182,0.005371,-0.002930,1.037598,1.312500,-3.753750,-0.122500,0.053874,-0.173594,-0.450264,,159,141,128,114,916,,,,,,,,,-49,15:03:36.532,
,,1065,2560,325,159,181,0.008301,-0.009766,1.033203,1.365000,-3.797500,-0.157500,0.056064,-0.172718,-0.437270,,157,139,126,114,915,,,,,,,,,-49,15:03:36.533,
,,1066,2580,326,159,182,0.002930,-0.005859,1.032715,1.356250,-3.692500,-0.175000,0.051830,-0.171404,-0.451432,,159,142,127,114,916,,,,,,,,,-49,15:03:36.562,
,,1067,2600,326,161,181,0.008789,-0.006836,1.035156,1.233750,-3.780000,-0.157500,0.057816,-0.169360,-0.452454,,158,139,125,115,915,,,,,,,,,-49,15:03:36.592,
,,1068,2620,328,160,181,0.009277,-0.002930,1.034668,1.338750,-3.745000,-0.210000,0.060444,-0.175054,-0.443986,,158,141,126,114,916,,,,,,,,,-49,15:03:36.592,
,,1069,2640,328,159,179,0.005859,-0.004883,1.034180,1.347500,-3.718750,-0.227500,0.052998,-0.171696,-0.442234,,158,141,125,116,915,,,,,,,,,-49,15:03:36.622,
,,1070,2660,327,160,182,0.003418,-0.004395,1.034180,1.330000,-3.797500,-0.122500,0.047596,-0.174032,-0.450848,,160,141,127,114,918,,,,,,,,,-49,15:03:36.652,
,,1071,2680,328,160,184,0.003418,-0.003906,1.034180,1.303750,-3.815000,-0.245000,0.047596,-0.174032,-0.450848,,158,141,128,114,916,,,,,,,,,-49,15:03:36.652,
,,1072,2700,325,158,181,0.002930,-0.003418,1.033691,1.330000,-3.666250,-0.166250,0.049494,-0.174470,-0.451578,,158,140,125,114,917,,,,,,,,,-49,15:03:36.682,
,,1073,2720,326,158,181,0.005859,-0.004883,1.034668,1.286250,-3.745000,-0.201250,0.056502,-0.172572,-0.441942,,160,141,125,113,916,,,,,,,,,-49,15:03:36.710,
,,1074,2740,328,158,180,0.005371,-0.002930,1.032715,1.400000,-3.832500,-0.122500,0.050078,-0.173156,-0.439314,,158,140,125,114,916,,,,,,,,,-49,15:03:36.720,
,,1075,2760,327,160,181,0.005371,-0.001953,1.033203,1.312500,-3.780000,-0.131250,0.052706,-0.175346,-0.443694,,158,141,128,115,916,,,,,,,,,-49,15:03:36.742,
,,1076,2780,328,158,183,0.007324,-0.005859,1.037109,1.277500,-3.806250,-0.175000,0.049932,-0.170090,-0.450702,,160,141,129,113,916,,,,,,,,,-49,15:03:36.771,
,,1077,2800,326,160,182,0.007324,-0.002441,1.035156,1.347500,-3.780000,-0.157500,0.049932,-0.170090,-0.450702,,160,140,125,114,916,,,,,,,,,-49,15:03:36.772,
,,1078,2820,326,159,181,0.003906,-0.005371,1.035645,1.286250,-3.780000,-0.113750,0.051684,-0.172134,-0.446030,,159,141,125,114,915,,,,,,,,,-49,15:03:36.800,
,,1079,2840,327,159,182,0.008301,-0.007812,1.032227,1.330000,-3.718750,-0.166250,0.055042,-0.171696,-0.449826,,158,139,125,115,915,,,,,,,,,-49,15:03:36.830,
,,1080,2860,327,157,181,0.004395,-0.004395,1.034668,1.303750,-3.858750,-0.175000,0.054312,-0.171258,-0.455666,,158,141,127,116,916,,,,,,,,,-49,15:03:36.832,
